timestamp,funding_rate,long_short_ratio,taker_volume_ratio,fear_greed_score
2025-05-01 04:33:50.588405,-2.4299999999999996e-06,0.71198,1,47.4993925
2025-05-01 04:36:14.869133,-2.4299999999999996e-06,0.71086,1,47.4993925
2025-05-01 13:06:35.320985,6.470000000000002e-06,0.59274,1,47.5016175
2025-05-02 00:22:00.644785,-2.9566e-05,0.5747,1,47.4926085
2025-05-02 00:24:57.402729,-2.9566e-05,0.5747,1,47.4926085
2025-05-02 00:30:34.111208,-2.9566e-05,0.5762,1,47.4926085
2025-05-02 00:31:25.521453,-2.9566e-05,0.5762,1,47.4926085
2025-05-02 00:34:24.643441,-2.9566e-05,0.5776399999999999,1,47.4926085
2025-05-02 00:36:56.020567,-2.9566e-05,0.57912,1,47.4926085
2025-05-02 00:57:45.717069,-2.9566e-05,0.58118,1,47.4926085
2025-05-02 01:02:20.302098,-2.9566e-05,0.58118,1,47.4926085
2025-05-02 01:13:44.741145,-2.9566e-05,0.58044,1,47.4926085
2025-05-02 17:34:33.689369,-6.5152e-05,0.5707799999999998,1,47.483712
2025-05-02 17:34:50.371642,-6.5152e-05,0.5707799999999998,1,47.483712
2025-05-02 17:37:04.260975,-6.5152e-05,0.5730999999999999,1,47.483712
2025-05-02 17:43:01.328839,-6.5152e-05,0.5748800000000001,1,47.483712
2025-05-02 17:44:36.353309,-6.5152e-05,0.5748800000000001,1,47.483712
2025-05-02 17:46:30.865681,-6.5152e-05,0.5754400000000001,1,47.483712
2025-05-03 13:56:26.785226,-6.6116e-05,0.7445200000000001,1,47.483471
2025-05-03 21:51:49.445567,-4.4618e-05,0.7270399999999999,1,47.4888455
2025-05-03 22:19:05.597071,-4.4618e-05,0.72342,1,47.4888455
2025-05-03 22:28:46.027786,-4.4618e-05,0.72082,1,47.4888455
2025-05-04 23:01:58.554617,1.8118000000000002e-05,0.79348,1,47.504529500000004
2025-05-04 23:02:04.379280,1.8118000000000002e-05,0.79348,1,47.504529500000004
2025-05-04 23:02:15.078026,1.8118000000000002e-05,0.79348,1,47.504529500000004
2025-05-04 23:13:10.526489,1.8118000000000002e-05,0.7945,1,47.504529500000004
2025-05-04 23:13:15.666775,1.8118000000000002e-05,0.7945,1,47.504529500000004
2025-05-04 23:13:25.788906,1.8118000000000002e-05,0.7945,1,47.504529500000004
2025-05-05 01:03:01.967709,6.913999999999999e-06,0.8348000000000001,1,47.9367285
2025-05-05 01:03:07.124355,6.913999999999999e-06,0.8348000000000001,1,47.9367285
2025-05-05 01:03:17.254343,6.913999999999999e-06,0.8348000000000001,1,47.9367285
2025-05-05 01:05:27.054517,6.913999999999999e-06,0.8348000000000001,1,47.9367285
2025-05-05 01:05:32.182471,6.913999999999999e-06,0.8348000000000001,1,47.9367285
2025-05-05 01:05:42.327258,6.913999999999999e-06,0.8348000000000001,1,47.9367285
2025-05-05 01:05:47.605024,6.913999999999999e-06,0.8348000000000001,1,47.9367285
2025-05-05 13:45:16.097907,1.7151999999999998e-05,0.9065800000000002,1,48.836538000000004
2025-05-05 13:45:21.254533,1.7151999999999998e-05,0.9065800000000002,1,48.836538000000004
2025-05-05 13:45:31.390289,1.7151999999999998e-05,0.9065800000000002,1,48.836538000000004
2025-05-05 13:53:17.383721,1.7151999999999998e-05,0.9063800000000001,1,48.834038
